DATA_ID,DATASET,ANNOTATOR_ID,STUDY_PART,ORDER,LABEL_ID,ORIGINAL_LABEL,ORIGINAL_CONFIDENCE,EVIDENCE,QUESTION_DO_YOU_THINK_OTHER_PEOPLE_MIGHT_CHOOSE_A_DIFFERENT_ANSWER_THAN_YOU_DID,QUESTION_WHY_DO_YOU_THINK_OTHER_PEOPLE_MIGHT_CHOOSE_A_DIFFERENT_ANSWER,QUESTION_PLEASE_ELABORATE_ON_YOUR_ANSWER_TO_THE_PREVIOUS_QUESTION_EXPLAINING_WHY_YOU_THINK_OTHER_PEOPLE_MIGHT_CHOOSE_A_DIFFERENT_ANSWER,QUESTION_IF_THERE_WERE_OTHER_PEOPLE_WHO_CHOSE_A_DIFFERENT_ANSWER_THAN_YOU_DID_DO_YOU_THINK_A_GROUP_DISCUSSION_WOULD_HELP_TO_RESOLVE_THE_CASE,DELIBERATION_ID
19283,deliberation-relation-person-place,223,depth,7,6226,relation_not_expressed,1,"[{""comment"": ""Only states this person's position, not their residence."", ""start"": 157, ""end"": 207, ""quote"": ""Hassan, the director of CARE international in Iraq""}, {""comment"": ""Residence is never clearly stated, only her position in her orginization."", ""start"": 157, ""end"": 232, ""quote"": ""Hassan, the director of CARE international in Iraq, was abducted in Baghdad""}]",I expect most people to agree with me.,,,,392
19283,deliberation-relation-person-place,2068,depth,7,7146,relation_not_expressed,1,"[{""comment"": """", ""start"": 157, ""end"": 207, ""quote"": ""Hassan, the director of CARE international in Iraq""}, {""comment"": """", ""start"": 304, ""end"": 366, ""quote"": ""British Prime Minister Tony Blair to withdraw troops from Iraq""}, {""comment"": """", ""start"": 293, ""end"": 366, ""quote"": ""calling on British Prime Minister Tony Blair to withdraw troops from Iraq""}]",I expect most people to agree with me.,,,,460
19283,deliberation-relation-person-place,6565,depth,7,7050,relation_not_expressed,0.5,"[{""comment"": ""This only implies that she works there"", ""start"": 157, ""end"": 207, ""quote"": ""Hassan, the director of CARE international in Iraq""}]",I expect only about half of the people to agree with me.,"[""The text is ambiguous because of missing context.""]"," It is only clear that Hassan works in Iraq, not necessarily lives there","Yes, a group discussion would help to resolve the case.",464
19283,deliberation-relation-person-place,3386,depth,7,6223,relation_expressed,1,"[{""comment"": ""Director of it IN Iraq, thus lives there."", ""start"": 157, ""end"": 207, ""quote"": ""Hassan, the director of CARE international in Iraq""}]",I expect most people to agree with me.,,,,
19283,deliberation-relation-person-place,654,depth,7,6222,relation_expressed,1,"[{""comment"": """", ""start"": 209, ""end"": 248, ""quote"": ""was abducted in Baghdad in October 2004""}]",I expect most people to agree with me.,,,,
19283,deliberation-relation-person-place,8484,depth,7,7043,relation_not_expressed,0,"[{""comment"": ""a video pleading for her life, calling on British Prime Minister Tony Blair"", ""start"": 262, ""end"": 337, ""quote"": ""a video pleading for her life, calling on British Prime Minister Tony Blair""}]",I expect most people to agree with me.,,,,463
19283,deliberation-relation-person-place,145,depth,7,7139,relation_expressed,0.5,"[{""comment"": """", ""start"": 157, ""end"": 207, ""quote"": ""Hassan, the director of CARE international in Iraq""}]",I expect only about half of the people to agree with me.,"[""Other people may have different definitions of the target categories in mind.""]", some people could argue that it only implies that she worked there and not lived there.,"Yes, a group discussion would help to resolve the case.",
19283,deliberation-relation-person-place,8443,depth,7,6310,relation_expressed,1,"[{""comment"": ""Infers that he lived and was abducted in Baghdad."", ""start"": 157, ""end"": 232, ""quote"": ""Hassan, the director of CARE international in Iraq, was abducted in Baghdad""}]",I expect most people to agree with me.,,,,
19283,deliberation-relation-person-place,8439,depth,7,6162,relation_expressed,1,"[{""comment"": """", ""start"": 157, ""end"": 207, ""quote"": ""Hassan, the director of CARE international in Iraq""}]",I expect most people to agree with me.,,,,
19283,deliberation-relation-person-place,1427,depth,7,7016,relation_not_expressed,0,"[{""comment"": ""He may or may not live there."", ""start"": 157, ""end"": 207, ""quote"": ""Hassan, the director of CARE international in Iraq""}]",I expect only about half of the people to agree with me.,"[""The text is ambiguous because of missing context.""]", They might assume it was expressed.,"Yes, a group discussion would help to resolve the case.",456
19283,deliberation-relation-person-place,8475,depth,7,6866,relation_expressed,1,"[{""comment"": """", ""start"": 213, ""end"": 232, ""quote"": ""abducted in Baghdad""}]",I expect most people to agree with me.,,,,461
19283,deliberation-relation-person-place,8490,depth,7,7268,relation_not_expressed,0.5,"[{""comment"": """", ""start"": 157, ""end"": 207, ""quote"": ""Hassan, the director of CARE international in Iraq""}]",I expect only about half of the people to agree with me.,"[""Other people may have different definitions of the target categories in mind."", ""The text contains some features that indicate target category A and some features that indicate target category B.""]"," since she worked there, she had to live there but she also was not an official ","Yes, a group discussion would help to resolve the case.",463
19283,deliberation-relation-person-place,8480,depth,7,7163,relation_expressed,1,"[{""comment"": """", ""start"": 157, ""end"": 232, ""quote"": ""Hassan, the director of CARE international in Iraq, was abducted in Baghdad""}, {""comment"": """", ""start"": 157, ""end"": 232, ""quote"": ""Hassan, the director of CARE international in Iraq, was abducted in Baghdad""}, {""comment"": """", ""start"": 157, ""end"": 207, ""quote"": ""Hassan, the director of CARE international in Iraq""}]",I expect most people to agree with me.,,,,463
19283,deliberation-relation-person-place,4043,breadth,7,5012,relation_expressed,0.5,"[{""comment"": ""this shows that Hassan was in Iraq serving as a director"", ""start"": 157, ""end"": 207, ""quote"": ""Hassan, the director of CARE international in Iraq""}]",I expect most people to agree with me.,,,,285
19283,deliberation-relation-person-place,8452,depth,7,6371,relation_expressed,1,"[{""comment"": ""Hassan director in Iraq so he lived there."", ""start"": 157, ""end"": 207, ""quote"": ""Hassan, the director of CARE international in Iraq""}, {""comment"": ""doesn't mean necessarily lived there just cause worked there."", ""start"": 157, ""end"": 234, ""quote"": ""Hassan, the director of CARE international in Iraq, was abducted in Baghdad i""}, {""comment"": ""not necessarily lives there just because worked there."", ""start"": 157, ""end"": 207, ""quote"": ""Hassan, the director of CARE international in Iraq""}]",I expect most people to agree with me.,,,,388
19283,deliberation-relation-person-place,1059,breadth,19,6598,relation_not_expressed,0.5,"[{""comment"": """", ""start"": 165, ""end"": 232, ""quote"": ""the director of CARE international in Iraq, was abducted in Baghdad""}]",I expect most people to agree with me.,,,,
19283,deliberation-relation-person-place,8446,depth,7,6275,relation_expressed,1,"[{""comment"": ""He's the director of CARE"", ""start"": 157, ""end"": 207, ""quote"": ""Hassan, the director of CARE international in Iraq""}]",I expect most people to agree with me.,,,,
19283,deliberation-relation-person-place,190,depth,7,7203,relation_expressed,1,"[{""comment"": ""This is really specific."", ""start"": 157, ""end"": 207, ""quote"": ""Hassan, the director of CARE international in Iraq""}]",I expect most people to agree with me.,,,,
19283,deliberation-relation-person-place,1424,depth,7,7073,relation_expressed,1,"[{""comment"": ""Since he works for a company located in Iraq he must live in iraq."", ""start"": 157, ""end"": 207, ""quote"": ""Hassan, the director of CARE international in Iraq""}]",I expect most people to agree with me.,,,,464
19283,deliberation-relation-person-place,3312,depth,7,7191,relation_not_expressed,0.5,"[{""comment"": ""He works there, but doesn't necessarily live there."", ""start"": 165, ""end"": 232, ""quote"": ""the director of CARE international in Iraq, was abducted in Baghdad""}]",I expect most people to agree with me.,,,,457
19283,deliberation-relation-person-place,8444,depth,7,6279,relation_not_expressed,0,"[{""comment"": """", ""start"": 157, ""end"": 207, ""quote"": ""Hassan, the director of CARE international in Iraq""}, {""comment"": """", ""start"": 463, ""end"": 730, ""quote"": ""Working in a location does not imply that a person has a \""lived in\"" relation except for the country of national officials. You may assume that someone who has held a national office or played for a national sports team has lived in the country they serve or represent""}]",I expect only about half of the people to agree with me.,"[""The text is ambiguous because of missing context."", ""Someone with more experience or expertise may see or understand something about the text that I don't.""]", I do not know if working for the organization mentioned implies that someone lives in Iraq.,"Yes, a group discussion would help to resolve the case.",389
19283,deliberation-relation-person-place,6058,depth,7,6254,relation_expressed,1,"[{""comment"": """", ""start"": 157, ""end"": 232, ""quote"": ""Hassan, the director of CARE international in Iraq, was abducted in Baghdad""}]",I expect most people to agree with me.,,,,389
19283,deliberation-relation-person-place,8424,breadth,7,5255,relation_not_expressed,1,"[{""comment"": ""Not an official."", ""start"": 157, ""end"": 207, ""quote"": ""Hassan, the director of CARE international in Iraq""}]",I expect most people to agree with me.,,,,291
19283,deliberation-relation-person-place,2775,depth,7,7234,relation_expressed,1,"[{""comment"": """", ""start"": 126, ""end"": 148, ""quote"": ""Hassan \""lived in\"" Iraq""}, {""comment"": """", ""start"": 157, ""end"": 248, ""quote"": ""Hassan, the director of CARE international in Iraq, was abducted in Baghdad in October 2004""}]",I expect most people to agree with me.,,,,
19283,deliberation-relation-person-place,8476,depth,7,7064,relation_expressed,1,"[{""comment"": ""If he is the director of a organization based in Iraq, he must live in Iraq"", ""start"": 157, ""end"": 232, ""quote"": ""Hassan, the director of CARE international in Iraq, was abducted in Baghdad""}]",I expect most people to agree with me.,,,,
19283,deliberation-relation-person-place,1538,breadth,12,5497,relation_expressed,1,"[{""comment"": """", ""start"": 165, ""end"": 232, ""quote"": ""the director of CARE international in Iraq, was abducted in Baghdad""}]",I expect most people to agree with me.,,,,
19283,deliberation-relation-person-place,3029,depth,7,7059,relation_expressed,1,[],I expect most people to agree with me.,,,,
19283,deliberation-relation-person-place,6950,depth,7,7244,relation_expressed,1,"[{""comment"": """", ""start"": 157, ""end"": 207, ""quote"": ""Hassan, the director of CARE international in Iraq""}]",I expect most people to agree with me.,,,,
19283,deliberation-relation-person-place,8492,depth,7,7246,relation_not_expressed,0.5,"[{""comment"": ""no direct relation"", ""start"": 157, ""end"": 207, ""quote"": ""Hassan, the director of CARE international in Iraq""}]",I expect most people to agree with me.,,,,457
19283,deliberation-relation-person-place,1011,depth,7,6356,relation_expressed,1,"[{""comment"": ""To be a director of an organization, one must live in the location of the organization. Meaning, Hassan lived in Iraq."", ""start"": 157, ""end"": 207, ""quote"": ""Hassan, the director of CARE international in Iraq""}]",I expect most people to agree with me.,,,,
19283,deliberation-relation-person-place,427,breadth,11,5750,relation_not_expressed,0,"[{""comment"": ""as Director they may have lived in Iraq but not necessarily and being abducted there shows only that they may have been visiting."", ""start"": 165, ""end"": 232, ""quote"": ""the director of CARE international in Iraq, was abducted in Baghdad""}]",I expect only about half of the people to agree with me.,"[""The text contains some features that indicate target category A and some features that indicate target category B.""]", They may think that being the Director of Care in Iraq definitely implies they live there.,"No, a group discussion would not help to resolve the case.",
19283,deliberation-relation-person-place,3278,breadth,7,5201,relation_expressed,1,"[{""comment"": """", ""start"": 157, ""end"": 207, ""quote"": ""Hassan, the director of CARE international in Iraq""}]",I expect most people to agree with me.,,,,291
19283,deliberation-relation-person-place,8440,depth,7,6151,relation_not_expressed,1,"[{""comment"": ""Worked in but not an official so may not have lived in."", ""start"": 157, ""end"": 207, ""quote"": ""Hassan, the director of CARE international in Iraq""}]",I expect most people to agree with me.,,,,391
19283,deliberation-relation-person-place,8286,breadth,9,4734,relation_not_expressed,0.5,"[{""comment"": ""He works there but doesn't necessarily \""live\"" there though that might be inferred."", ""start"": 165, ""end"": 207, ""quote"": ""the director of CARE international in Iraq""}]",I expect most people to agree with me.,,,,273
19283,deliberation-relation-person-place,8491,depth,7,7256,relation_not_expressed,0,"[{""comment"": ""She may have been there for work, but not lived there."", ""start"": 157, ""end"": 248, ""quote"": ""Hassan, the director of CARE international in Iraq, was abducted in Baghdad in October 2004""}]",I expect most people to agree with me.,,,,461
19283,deliberation-relation-person-place,8482,depth,7,7055,relation_expressed,1,"[{""comment"": ""This is a specific relation. "", ""start"": 157, ""end"": 207, ""quote"": ""Hassan, the director of CARE international in Iraq""}]",I expect most people to agree with me.,,,,460
19283,deliberation-relation-person-place,8430,breadth,29,5864,relation_not_expressed,1,"[{""comment"": ""Hassan could have been the director of his company without living in Iraq. Here in the sentence Hassan was abducted in Baghdad. For all we know he could have been living here the whole time and set up business in Iraq without living there."", ""start"": 157, ""end"": 207, ""quote"": ""Hassan, the director of CARE international in Iraq""}]",I expect most people to agree with me.,,,,
19283,deliberation-relation-person-place,5553,depth,7,7058,relation_expressed,1,"[{""comment"": ""Baghdad is a city in Iraq implying that hassan was abducted there"", ""start"": 209, ""end"": 232, ""quote"": ""was abducted in Baghdad""}]",I expect most people to agree with me.,,,,458
19283,deliberation-relation-person-place,8304,breadth,11,5700,relation_expressed,0,"[{""comment"": ""I would think that a director of a company lives where it is based."", ""start"": 169, ""end"": 207, ""quote"": ""director of CARE international in Iraq""}]",I expect only about half of the people to agree with me.,"[""The text is ambiguous because of missing context.""]", It's possible that a director lives in a different place than the company's location.,"Yes, a group discussion would help to resolve the case.",
19283,deliberation-relation-person-place,8441,depth,7,6311,relation_expressed,1,"[{""comment"": """", ""start"": 157, ""end"": 207, ""quote"": ""Hassan, the director of CARE international in Iraq""}]",I expect most people to agree with me.,,,,390
19283,deliberation-relation-person-place,1691,depth,7,7127,relation_not_expressed,1,"[{""comment"": """", ""start"": 157, ""end"": 291, ""quote"": ""Hassan, the director of CARE international in Iraq, was abducted in Baghdad in October 2004 and shown on a video pleading for her life""}]",I expect most people to agree with me.,,,,459
19283,deliberation-relation-person-place,1222,depth,7,7271,relation_expressed,0.5,"[{""comment"": ""Hassan is the director of Care international in Irag"", ""start"": 157, ""end"": 207, ""quote"": ""Hassan, the director of CARE international in Iraq""}]",I expect most people to agree with me.,,,,
19283,deliberation-relation-person-place,8299,depth,7,6421,relation_expressed,1,"[{""comment"": ""abducted from her job"", ""start"": 157, ""end"": 232, ""quote"": ""Hassan, the director of CARE international in Iraq, was abducted in Baghdad""}]",I expect most people to agree with me.,,,,388
19283,deliberation-relation-person-place,8477,depth,7,6964,relation_not_expressed,0.5,"[{""comment"": """", ""start"": 169, ""end"": 207, ""quote"": ""director of CARE international in Iraq""}]",I expect most people to agree with me.,,,,461
19283,deliberation-relation-person-place,6482,depth,7,6967,relation_expressed,1,"[{""comment"": ""shows he was there"", ""start"": 157, ""end"": 232, ""quote"": ""Hassan, the director of CARE international in Iraq, was abducted in Baghdad""}]",I expect most people to agree with me.,,,,
19283,deliberation-relation-person-place,3689,depth,7,7298,relation_expressed,0.5,"[{""comment"": ""This states that Hassan lives in Iraq."", ""start"": 157, ""end"": 232, ""quote"": ""Hassan, the director of CARE international in Iraq, was abducted in Baghdad""}]",I expect most people to agree with me.,,,,456
19283,deliberation-relation-person-place,211,depth,7,6973,relation_expressed,1,"[{""comment"": ""He was a director there."", ""start"": 157, ""end"": 207, ""quote"": ""Hassan, the director of CARE international in Iraq""}]",I expect most people to agree with me.,,,,462
19283,deliberation-relation-person-place,529,depth,7,6980,relation_expressed,0.5,"[{""comment"": """", ""start"": 157, ""end"": 207, ""quote"": ""Hassan, the director of CARE international in Iraq""}]",I expect most people to agree with me.,,,,
19283,deliberation-relation-person-place,251,breadth,7,5034,relation_expressed,1,"[{""comment"": """", ""start"": 157, ""end"": 207, ""quote"": ""Hassan, the director of CARE international in Iraq""}]",I expect most people to agree with me.,,,,285
19283,deliberation-relation-person-place,5892,depth,7,7299,relation_expressed,1,"[{""comment"": ""Director of care for Iraq, In order to hold that position you have live there"", ""start"": 157, ""end"": 207, ""quote"": ""Hassan, the director of CARE international in Iraq""}]",I expect most people to agree with me.,,,,464
19283,deliberation-relation-person-place,7424,depth,7,6983,relation_expressed,0.5,[],I expect only about half of the people to agree with me.,"[""This is a case where a person's answer would depend heavily on their personal preferences and taste.""]", same as before ,"No, a group discussion would not help to resolve the case.",
19283,deliberation-relation-person-place,328,depth,7,7115,relation_expressed,1,"[{""comment"": """", ""start"": 157, ""end"": 232, ""quote"": ""Hassan, the director of CARE international in Iraq, was abducted in Baghdad""}]",I expect most people to agree with me.,,,,459
19283,deliberation-relation-person-place,463,depth,7,6961,relation_expressed,0.5,"[{""comment"": ""Since he was abducted, he was at that point in Iraq."", ""start"": 213, ""end"": 232, ""quote"": ""abducted in Baghdad""}]",I expect most people to agree with me.,,,,456
19283,deliberation-relation-person-place,8479,depth,7,6985,relation_expressed,0.5,"[{""comment"": ""As the director of an organization in Iraq, I see this as expressing her residency."", ""start"": 157, ""end"": 232, ""quote"": ""Hassan, the director of CARE international in Iraq, was abducted in Baghdad""}]",I expect most people to agree with me.,,,,
19283,deliberation-relation-person-place,8431,breadth,21,5789,relation_not_expressed,1,"[{""comment"": ""\""working in a location does not imply a person has lived in\"""", ""start"": 169, ""end"": 207, ""quote"": ""director of CARE international in Iraq""}]",I expect most people to agree with me.,,,,
19283,deliberation-relation-person-place,378,breadth,23,5846,relation_expressed,1,"[{""comment"": ""he at least lived there a short time"", ""start"": 157, ""end"": 232, ""quote"": ""Hassan, the director of CARE international in Iraq, was abducted in Baghdad""}]",I expect most people to agree with me.,,,,
19283,deliberation-relation-person-place,8438,depth,7,6323,relation_not_expressed,1,"[{""comment"": ""Here's why."", ""start"": 463, ""end"": 584, ""quote"": ""Working in a location does not imply that a person has a \""lived in\"" relation except for the country of national officials""}]",I expect most people to agree with me.,,,,390
19283,deliberation-relation-person-place,2425,breadth,7,5023,relation_expressed,1,"[{""comment"": ""She was the director in Iraq and was abducted in Baghdad"", ""start"": 165, ""end"": 232, ""quote"": ""the director of CARE international in Iraq, was abducted in Baghdad""}]",I expect most people to agree with me.,,,,
19283,deliberation-relation-person-place,8488,depth,7,7110,relation_expressed,1,"[{""comment"": """", ""start"": 157, ""end"": 232, ""quote"": ""Hassan, the director of CARE international in Iraq, was abducted in Baghdad""}]",I expect most people to agree with me.,,,,457
19283,deliberation-relation-person-place,8419,breadth,7,5009,relation_not_expressed,0.5,"[{""comment"": ""Does not say they actually lived there. They did work there."", ""start"": 158, ""end"": 207, ""quote"": ""assan, the director of CARE international in Iraq""}]",I expect most people to agree with me.,,,,285
19283,deliberation-relation-person-place,299,depth,7,7107,relation_expressed,1,"[{""comment"": ""Located in Iraq and abducted from there makes me think living there even on a temporary basis."", ""start"": 157, ""end"": 207, ""quote"": ""Hassan, the director of CARE international in Iraq""}, {""comment"": ""Director of Care in Iraq and abducted from Baghdad that is located in Iraq"", ""start"": 157, ""end"": 232, ""quote"": ""Hassan, the director of CARE international in Iraq, was abducted in Baghdad""}, {""comment"": ""I think living in Iraq at the time of Baghdad."", ""start"": 157, ""end"": 235, ""quote"": ""Hassan, the director of CARE international in Iraq, was abducted in Baghdad in""}]",I expect most people to agree with me.,,,,460
19283,deliberation-relation-person-place,4299,depth,7,7003,relation_expressed,1,"[{""comment"": """", ""start"": 157, ""end"": 232, ""quote"": ""Hassan, the director of CARE international in Iraq, was abducted in Baghdad""}]",I expect most people to agree with me.,,,,
19283,deliberation-relation-person-place,8478,depth,7,7004,relation_not_expressed,0.5,"[{""comment"": """", ""start"": 157, ""end"": 248, ""quote"": ""Hassan, the director of CARE international in Iraq, was abducted in Baghdad in October 2004""}]",I expect most people to agree with me.,,,,462
19283,deliberation-relation-person-place,5620,depth,7,7316,relation_expressed,1,[],I expect only about half of the people to agree with me.,"[""The text contains some features that indicate target category A and some features that indicate target category B.""]", She could have been visiting when she was abducted.,"Yes, a group discussion would help to resolve the case.",
19283,deliberation-relation-person-place,319,depth,7,7105,relation_expressed,1,"[{""comment"": """", ""start"": 157, ""end"": 207, ""quote"": ""Hassan, the director of CARE international in Iraq""}, {""comment"": """", ""start"": 209, ""end"": 232, ""quote"": ""was abducted in Baghdad""}]",I expect most people to agree with me.,,,,
19283,deliberation-relation-person-place,8453,depth,7,6410,relation_not_expressed,0.5,"[{""comment"": """", ""start"": 157, ""end"": 207, ""quote"": ""Hassan, the director of CARE international in Iraq""}]",I expect most people to agree with me.,,,,388
19283,deliberation-relation-person-place,3198,depth,7,6195,relation_expressed,1,"[{""comment"": """", ""start"": 157, ""end"": 232, ""quote"": ""Hassan, the director of CARE international in Iraq, was abducted in Baghdad""}]",I expect most people to agree with me.,,,,392
19283,deliberation-relation-person-place,8433,breadth,15,5996,relation_expressed,1,"[{""comment"": ""If you work in a country then you need to live there while you work there"", ""start"": 157, ""end"": 199, ""quote"": ""Hassan, the director of CARE international""}]",I expect most people to agree with me.,,,,
19283,deliberation-relation-person-place,4252,depth,7,6941,relation_expressed,1,"[{""comment"": """", ""start"": 134, ""end"": 142, ""quote"": ""lived in""}]",I expect most people to agree with me.,,,,
19283,deliberation-relation-person-place,8481,depth,7,6929,relation_expressed,1,"[{""comment"": """", ""start"": 165, ""end"": 207, ""quote"": ""the director of CARE international in Iraq""}]",I expect most people to agree with me.,,,,462
19283,deliberation-relation-person-place,8393,breadth,4,4640,relation_not_expressed,0.5,"[{""comment"": ""CARE International is in Iraq. It does not mention anything about Hassan."", ""start"": 157, ""end"": 207, ""quote"": ""Hassan, the director of CARE international in Iraq""}]",I expect most people to agree with me.,,,,273
19283,deliberation-relation-person-place,8442,depth,7,6268,relation_not_expressed,0.5,"[{""comment"": ""working in a place does not infer living in a place."", ""start"": 157, ""end"": 207, ""quote"": ""Hassan, the director of CARE international in Iraq""}]",I expect most people to agree with me.,,,,389
19283,deliberation-relation-person-place,1060,depth,7,6218,relation_expressed,1,"[{""comment"": """", ""start"": 157, ""end"": 207, ""quote"": ""Hassan, the director of CARE international in Iraq""}]",I expect most people to agree with me.,,,,
19283,deliberation-relation-person-place,3467,breadth,11,6447,relation_expressed,1,"[{""comment"": """", ""start"": 157, ""end"": 232, ""quote"": ""Hassan, the director of CARE international in Iraq, was abducted in Baghdad""}]",I expect only about half of the people to agree with me.,"[""The text is ambiguous because of missing context.""]", The person lived there long enough to work for the organization. She was also kidnapped in Baghdad.,"Yes, a group discussion would help to resolve the case.",
19283,deliberation-relation-person-place,3529,breadth,10,4685,relation_expressed,1,"[{""comment"": """", ""start"": 157, ""end"": 207, ""quote"": ""Hassan, the director of CARE international in Iraq""}]",I expect most people to agree with me.,,,,273
19283,deliberation-relation-person-place,5992,depth,7,6189,relation_expressed,1,"[{""comment"": """", ""start"": 157, ""end"": 207, ""quote"": ""Hassan, the director of CARE international in Iraq""}]",I expect most people to agree with me.,,,,390
19283,deliberation-relation-person-place,133,depth,7,7290,relation_not_expressed,0,"[{""comment"": ""She could work abroad as do most humanitarian charities."", ""start"": 169, ""end"": 207, ""quote"": ""director of CARE international in Iraq""}]",I expect only about half of the people to agree with me.,"[""The text is ambiguous because of missing context.""]", They might assume that Hassan lives in the same area that she happened to be working at the time.,"Yes, a group discussion would help to resolve the case.",458
19283,deliberation-relation-person-place,8445,depth,7,6217,relation_expressed,1,"[{""comment"": ""In Iraq."", ""start"": 200, ""end"": 207, ""quote"": ""in Iraq""}]",I expect most people to agree with me.,,,,
19283,deliberation-relation-person-place,539,depth,7,6215,relation_not_expressed,1,"[{""comment"": ""It says working in Iraq does not imply she lives there."", ""start"": 157, ""end"": 207, ""quote"": ""Hassan, the director of CARE international in Iraq""}]",I expect only about half of the people to agree with me.,"[""Other people may have different definitions of the target categories in mind.""]", People might not have read the part about how working somewhere doesn't imply a lived in relation.,"Yes, a group discussion would help to resolve the case.",391
19283,deliberation-relation-person-place,4587,breadth,30,4966,relation_expressed,1,"[{""comment"": ""Held a national position with the country."", ""start"": 157, ""end"": 207, ""quote"": ""Hassan, the director of CARE international in Iraq""}]",I expect most people to agree with me.,,,,
19283,deliberation-relation-person-place,2787,depth,7,7280,relation_expressed,1,"[{""comment"": ""He is the director of care in Iraq a position that he probably has to live in the area to hold that position."", ""start"": 157, ""end"": 207, ""quote"": ""Hassan, the director of CARE international in Iraq""}]",I expect most people to agree with me.,,,,
19283,deliberation-relation-person-place,1439,breadth,13,4827,relation_expressed,1,"[{""comment"": ""the director is in the country exactly as an ambassador is.They receive national politician by the definitions"", ""start"": 169, ""end"": 232, ""quote"": ""director of CARE international in Iraq, was abducted in Baghdad""}]",I expect most people to agree with me.,,,,
19283,deliberation-relation-person-place,8486,depth,7,7278,relation_not_expressed,0.5,"[{""comment"": ""This sentence implies he was abducted in Iraq but doesn't say from his home."", ""start"": 157, ""end"": 232, ""quote"": ""Hassan, the director of CARE international in Iraq, was abducted in Baghdad""}]",I expect most people to agree with me.,,,,459
19283,deliberation-relation-person-place,6104,depth,7,6328,relation_expressed,1,"[{""comment"": ""holds national office"", ""start"": 157, ""end"": 207, ""quote"": ""Hassan, the director of CARE international in Iraq""}]",I expect most people to agree with me.,,,,
19283,deliberation-relation-person-place,2893,breadth,28,5537,relation_not_expressed,0.5,"[{""comment"": ""not expressed"", ""start"": 157, ""end"": 207, ""quote"": ""Hassan, the director of CARE international in Iraq""}]",I expect most people to agree with me.,,,,
19284,deliberation-relation-person-place,8304,breadth,24,5832,relation_expressed,1,"[{""comment"": ""The president of France must live in France."", ""start"": 250, ""end"": 268, ""quote"": ""France's president""}]",I expect most people to agree with me.,,,,
19284,deliberation-relation-person-place,1742,breadth,13,6448,relation_expressed,1,"[{""comment"": ""In order to be elected as president, you would need to live in that country."", ""start"": 233, ""end"": 268, ""quote"": ""being elected as France's president""}]",I expect most people to agree with me.,,,,
19284,deliberation-relation-person-place,3029,depth,13,7556,relation_expressed,1,"[{""comment"": ""France's president lives in France"", ""start"": 250, ""end"": 268, ""quote"": ""France's president""}]",I expect most people to agree with me.,,,,
19284,deliberation-relation-person-place,3467,breadth,22,6578,relation_expressed,0.5,"[{""comment"": """", ""start"": 217, ""end"": 268, ""quote"": ""his first after being elected as France's president""}]",I expect most people to agree with me.,,,,
19284,deliberation-relation-person-place,8445,depth,16,6563,relation_expressed,1,"[{""comment"": ""by definition, expressed."", ""start"": 250, ""end"": 268, ""quote"": ""France's president""}]",I expect most people to agree with me.,,,,
19284,deliberation-relation-person-place,2068,depth,13,7647,relation_expressed,1,"[{""comment"": """", ""start"": 250, ""end"": 268, ""quote"": ""France's president""}]",I expect most people to agree with me.,,,,
19284,deliberation-relation-person-place,8491,depth,12,7606,relation_expressed,0,"[{""comment"": """", ""start"": 250, ""end"": 268, ""quote"": ""France's president""}]",I expect most people to agree with me.,,,,
19284,deliberation-relation-person-place,420,breadth,7,4686,relation_expressed,1,"[{""comment"": """", ""start"": 488, ""end"": 546, ""quote"": ""You may assume that someone who has held a national office""}, {""comment"": """", ""start"": 168, ""end"": 268, ""quote"": ""Nicolas Sarkozy leads Bastille Day celebrations, his first after being elected as France's president""}]",I expect most people to agree with me.,,,,272
19284,deliberation-relation-person-place,4587,breadth,16,4826,relation_expressed,1,"[{""comment"": ""Elected to be France's president."", ""start"": 217, ""end"": 268, ""quote"": ""his first after being elected as France's president""}]",I expect most people to agree with me.,,,,
19284,deliberation-relation-person-place,5992,depth,11,6513,relation_expressed,1,"[{""comment"": """", ""start"": 250, ""end"": 268, ""quote"": ""France's president""}]",I expect most people to agree with me.,,,,
19284,deliberation-relation-person-place,150,depth,11,6478,relation_expressed,1,"[{""comment"": """", ""start"": 233, ""end"": 268, ""quote"": ""being elected as France's president""}]",I expect most people to agree with me.,,,,
19284,deliberation-relation-person-place,1538,breadth,23,5549,relation_expressed,1,"[{""comment"": """", ""start"": 168, ""end"": 268, ""quote"": ""Nicolas Sarkozy leads Bastille Day celebrations, his first after being elected as France's president""}]",I expect most people to agree with me.,,,,
19284,deliberation-relation-person-place,2787,depth,11,7480,relation_expressed,1,"[{""comment"": ""He was elected as France's president meaning he lives there. "", ""start"": 168, ""end"": 268, ""quote"": ""Nicolas Sarkozy leads Bastille Day celebrations, his first after being elected as France's president""}]",I expect most people to agree with me.,,,,
19284,deliberation-relation-person-place,8479,depth,17,7818,relation_expressed,1,"[{""comment"": ""as president, he must live there"", ""start"": 217, ""end"": 268, ""quote"": ""his first after being elected as France's president""}]",I expect most people to agree with me.,,,,
19284,deliberation-relation-person-place,8435,breadth,25,6085,relation_expressed,1,"[{""comment"": ""president is a national office"", ""start"": 250, ""end"": 268, ""quote"": ""France's president""}]",I expect most people to agree with me.,,,,
